url,company_name,job_title,experience,education,employment_type,location,salary,welfare_benefits,application_deadline
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=50253870,크리니티(주),[경력무관] 메일 보안 솔루션 영업,| 초대졸↑,,,,,"복리후생 
지원금/보험: 각종 경조사 지원 
급여제도: 퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험 
교육/생활: 창립일행사, 워크샵, 신규 입사자 교육(OJT), 도서구입비지원, 교육비 지원, 저녁식... 
근무 환경: 
조직문화: 
리프레시:",25.03.17 07:52
