url,company_name,job_title,experience,education,employment_type,location,salary,working_hours,welfare_benefits,application_deadline
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=50253870,크리니티(주),[경력무관] 메일 보안 솔루션 영업,"경력무관, 학력:대학졸업(2,3년)이상, 면접 후 결정, 마감일:2025-04-16, 홈페이지:www.crinity.com"">","대학졸업(2,3년)이상, 면접 후 결정, 마감일:2025-04-16, 홈페이지:www.crinity.com"">",,,면접 후 결정,,"복리후생
지원금/보험
각종 경조사 지원
급여제도
퇴직연금, 장기근속자 포상, 우수사원포상, 4대 보험
교육/생활
창립일행사, 워크샵, 신규 입사자 교육(OJT), 도서구입비지원, 교육비 지원, 저녁식...
근무 환경
조직문화
리프레시
내용 전체보기",25.03.17 07:52
